"_tags","createdAt","nameWithOwner","stargazerCount","description","repositoryTopicsList","primaryLanguage","languagesList","diskUsage","relatedTopicsList"
"[""android"",""app"",""arcore"",""unity""]","2018-02-28T12:47:48Z","PierfrancescoSoffritti/ARcoreDemo",5,"simple android app built with unity to try arcore","[""augmented-reality"",""arcore-android"",""arcore-unity"",""unity"",""android""]","null","null",25614,"[""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""discord"",""bot"",""discord-bot"",""slack"",""chatbot"",""game"",""unity3d"",""game-development"",""gamedev"",""react-native"",""ios"",""react"",""mobile""]"
"[]","2019-03-29T23:14:51Z","Piyush811999/DuckHuntAR",5,"an attempt to recreate duck hunt in augmented reality ","null","Swift","[""Swift""]",3264,"null"
"[""game"",""slam"",""unity""]","2018-05-07T19:44:51Z","Placenote/PlaceInvaders",22,"multiplayer ar game sample","[""augmented-reality"",""scene-recognition"",""slam"",""multiplayer"",""multiplayer-game"",""unity""]","C#","[""C#"",""Objective-C"",""C"",""ShaderLab"",""Objective-C++"",""Smalltalk""]",81348,"[""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""video"",""ffmpeg"",""audio"",""streaming"",""camera"",""calendar"",""library"",""keyboard"",""time"",""javascript"",""game"",""unity"",""unity3d"",""game-development"",""gamedev"",""game"",""unity"",""unity3d"",""game-development"",""gamedev"",""game"",""unity3d"",""game-development"",""gamedev""]"
"[""game"",""unity""]","2018-06-14T20:34:24Z","Placenote/PlacenoteSDK-Multiplayer",10,"a unity project template to get you started creating a multiplayer augmented reality game using placenote","null","C#","[""C#"",""Objective-C"",""C"",""ShaderLab"",""Objective-C++""]",15361,"null"
"[""app"",""arkit"",""sdk"",""slam"",""unity""]","2018-01-25T16:18:43Z","Placenote/PlacenoteSDK-Unity",73,"placenote sdk and sample app for unity","[""arkit"",""slam"",""persistence"",""unity"",""csharp"",""augmented-reality""]","C#","[""C#"",""Objective-C"",""C"",""ShaderLab""]",19048,"[""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""calendar"",""library"",""keyboard"",""time"",""javascript"",""database"",""postgresql"",""mysql"",""sql"",""sqlite"",""game"",""unity3d"",""game-development"",""gamedev"",""dotnet"",""language"",""dotnet-core"",""c-sharp"",""asp-net-core"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode""]"
"[""app"",""arkit"",""ios"",""scenekit"",""slam"",""swift""]","2018-01-11T23:20:31Z","Placenote/PlacenoteSDK-iOS",82,"placenotesdk sample app in native ios using arkit written primarily in swift","[""arkit"",""slam"",""augmented-reality"",""ios"",""ios-swift"",""scene-recognition"",""scenekit"",""computer-vision""]","Swift","[""Swift"",""Ruby""]",16365,"[""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""calendar"",""library"",""keyboard"",""time"",""javascript"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""swift"",""objective-c"",""cocoapods"",""xcode"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""video"",""ffmpeg"",""audio"",""streaming"",""camera"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""deep-learning"",""gan"",""machine-learning"",""opencv"",""vision"",""tensorflow"",""keras"",""convolutional-neural-networks""]"
"[""virtual""]","2020-09-08T10:15:17Z","PoCInnovation/Pool2021",15,"pools organized for epitechs students in ","[""learning-by-doing"",""security"",""software"",""augmented-reality"",""virtual-reality"",""hardware"",""artificial-intelligence"",""poc""]","Jupyter Notebook","[""Shell"",""TypeScript"",""C++"",""JavaScript"",""Python"",""Jupyter Notebook"",""Dockerfile"",""Go""]",10220,"[""javascript"",""nodejs"",""node"",""typescript"",""regex"",""dns"",""privacy"",""analytics"",""google"",""minecraft"",""email"",""plugin"",""delphi"",""java"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""arduino"",""raspberry-pi"",""esp32"",""esp8266"",""bluetooth"",""machine-learning"",""deep-learning"",""reinforcement-learning"",""ai"",""java"",""android"",""gradle"",""kotlin"",""javafx""]"
"[""game""]","2018-08-08T15:01:55Z","PointItOut/Point-It-Out",4,"a multiplayer augmented reality geography game","null","JavaScript","[""JavaScript"",""HTML"",""CSS"",""Shell""]",23448,"null"
"[""hololens"",""sdk"",""unity""]","2018-07-23T21:35:17Z","PracticalVR/KEYSDK-WH",12,"simplified mapping with key sdk","[""hololens"",""mixedrealitytookit-unity"",""mixed-reality""]","C#","[""C#""]",155142,"[""javascript"",""typescript"",""emacs"",""nodejs"",""deno"",""kafka"",""spark"",""java"",""scala"",""big-data""]"
"[]","2020-01-21T13:14:25Z","Praddy2009/ar_hub",3,"contains the step wise documentation for augmented reality by the people of arhub","null","C#","[""C#""]",6875,"null"
"[""android"",""camera"",""unity"",""vuforia""]","2017-06-23T06:15:59Z","PrasannaNatarajan/MyFirstARApp",7,"my first shot at ar","[""android"",""augmented-reality"",""camera"",""vuforia"",""unity3d""]","C#","[""C#""]",24176,"[""react-native"",""ios"",""react"",""mobile"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""video"",""ffmpeg"",""audio"",""streaming"",""hacktoberfest"",""hacktoberfest2020"",""gpu"",""cuda"",""ember"",""game"",""unity"",""game-development"",""gamedev""]"
"[""google"",""google-poly""]","2018-04-02T01:38:58Z","ProProgramming101/PolySnap",29,"augmented reality application using expo and google poly","null","JavaScript","[""JavaScript""]",96,"null"
"[""arkit""]","2017-07-15T18:29:21Z","ProjectDent/ARKit-CoreLocation",4954,"combines the high accuracy of ar with the scale of gps data","[""corelocation"",""gps-data"",""north-calibration"",""arkit"",""augmented-reality""]","Swift","[""Ruby"",""Swift"",""Objective-C""]",23964,"[""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""json"",""xml"",""yaml"",""csv"",""serialization"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode""]"
"[""arkit"",""ios"",""scenekit""]","2019-05-13T18:13:16Z","ProjectDent/MuseumAR",51,"a museum ar experience and simulator to accompany our blog post on ar experience","[""augmented-reality"",""ios"",""user-experience"",""arkit"",""scenekit""]","Swift","[""Swift""]",6399,"[""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""swift"",""objective-c"",""cocoapods"",""xcode"",""r"",""rstats"",""statistics"",""r-package"",""shiny"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode""]"
"[]","2020-06-12T17:39:23Z","ProjektDragon/awesome-obs-live-editing",9,"open source tools which integrate with obs for live editing and mixed reality","null","null","null",14,"null"
"[""markerless""]","2016-07-22T08:51:29Z","Pulkit-Khandelwal/Augmented-Reality-and-Graph-Cut-OpenCV",6,"detection of features to track objects and segmentation using grabcut for application in markerless augmented reality ","null","C++","[""C++""]",3316,"null"
"[""oculus"",""oculus-rift"",""oculus-touch"",""unity"",""virtual""]","2017-02-08T19:10:20Z","PyrusMed/Pear-Interaction-Engine",10,"pie was made to give designers and developers an easier way to create share and modify user interactions","[""interactions"",""unity3d"",""mixed-reality"",""virtual-reality"",""oculus-rift"",""oculus-touch"",""leap-motion"",""architecture""]","C#","[""C#"",""ShaderLab"",""GLSL""]",237030,"[""python"",""ocr"",""pytorch"",""speech-recognition"",""sketch"",""game"",""unity"",""game-development"",""gamedev"",""kafka"",""spark"",""java"",""scala"",""big-data"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""logging"",""pdf"",""javascript"",""svelte"",""logger"",""java"",""framework"",""library"",""dependency-injection"",""design-patterns""]"
"[""oculus"",""oculus-quest"",""oculus-rift"",""oculus-touch"",""systems"",""unity"",""virtual"",""vive"",""windows"",""xr""]","2020-02-04T06:48:22Z","RGB-Schemes/Unity-Modern-XR-Sample",11,"an example of how to setup a virtual reality project using unitys modern xr systems a full tutorial on how this was made can be found at our website","[""unity"",""unity3d"",""unity-tutorial"",""virtual-reality"",""augmented-reality"",""mixed-reality"",""oculus-rift"",""oculus-touch"",""oculus-quest"",""valve-index"",""htc-vive"",""windows-mixed-reality""]","C#","[""C#""]",25333,"[""game"",""unity3d"",""game-development"",""gamedev"",""game"",""unity"",""game-development"",""gamedev"",""vim"",""theme"",""neovim"",""dark-theme"",""vim-plugin"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""kafka"",""spark"",""java"",""scala"",""big-data"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest""]"
"[""framework"",""realsense"",""unity""]","2020-04-29T07:50:44Z","RO-LIP/ARSandboxFramework",3,"an unity framework for augmented reality sandboxes","[""unity"",""arsandbox"",""sandbox"",""augmented-reality-applications"",""pathfinding"",""realsense2"",""realsense-unity-wrapper""]","C#","[""C#"",""ShaderLab"",""ASP""]",435903,"[""game"",""unity3d"",""game-development"",""gamedev"",""linux"",""ansible"",""ubuntu"",""debian"",""vagrant"",""python"",""telegram"",""bot"",""telegram-bot"",""rss"",""java"",""minecraft"",""mod"",""tree"",""stack""]"
"[""api"",""google"",""vuforia""]","2018-06-22T04:24:02Z","RSKaurav/ARSearch",7,"ars augmented reality search is an idea of image search and displaying searched images in augmented reality suppose i am planning to visit kerala and i want to know best visiting places in kerala then i will just make a voice command and ibm watson api will convert voice command into text and send it to google custom search api then gcs api will return image url in the form of jason data then using vuforia which will provide augmounted reality environment we will display all the related image in augmented reality","null","C#","[""C#"",""ShaderLab"",""PowerShell"",""HTML"",""Java""]",168890,"null"
"[""unity"",""vuforia""]","2017-11-05T12:14:16Z","RajPathare/ARChan",5,"meet your favourite character in real world   made with unity   vuforia plugin  ","[""augmented-reality"",""unity3d"",""vuforia""]","C#","[""C#""]",44,"[""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""game"",""unity"",""game-development"",""gamedev"",""hacktoberfest"",""hacktoberfest2020"",""gpu"",""cuda"",""ember""]"
"[""app"",""unity"",""vuforia""]","2017-11-02T18:29:03Z","RajPathare/ARMaze",5,"an armaze app created using unityvuforia","[""augmented-reality"",""unity3d"",""vuforia""]","C#","[""C#""]",17564,"[""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""game"",""unity"",""game-development"",""gamedev"",""hacktoberfest"",""hacktoberfest2020"",""gpu"",""cuda"",""ember""]"
"[""app"",""sdk"",""unity"",""vuforia""]","2018-06-16T17:50:07Z","RajPathare/ARNotes",10,"an arbased pianokeyboard app which responds to your realtime key press","[""unity3d"",""vuforia"",""augmented-reality"",""augmented-reality-applications"",""vuforia-sdk""]","C#","[""C#""]",1728,"[""game"",""unity"",""game-development"",""gamedev"",""hacktoberfest"",""hacktoberfest2020"",""gpu"",""cuda"",""ember"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""python"",""telegram"",""bot"",""telegram-bot"",""rss""]"
"[""android"",""android-studio"",""arcore""]","2018-06-16T14:46:12Z","Rajaganapathi1114/ArCoreSample",5,"augmented reality project using arcore and android studio this is my first project","null","Java","[""Java""]",331,"null"
"[""android"",""app"",""arcore"",""sdk""]","2019-04-26T22:55:58Z","RamiJ3mli/Vision",5,"vision as a sample android app will be the demonstration of every feature and trick made possible by the arcore android sdk","[""android"",""arcore-android"",""arcore"",""augmented-reality""]","Kotlin","[""Kotlin""]",25198,"[""react-native"",""ios"",""react"",""mobile"",""discord"",""bot"",""discord-bot"",""slack"",""chatbot"",""kafka"",""spark"",""java"",""scala"",""big-data"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode""]"
"[""app""]","2018-08-08T23:35:35Z","RayWeiss/ARKit",3,"augmented reality app integrated with location services","null","Swift","[""Swift""]",18422,"null"
"[""cmake"",""linux"",""windows""]","2017-02-24T21:08:43Z","Razakhel/ArcV",26,"computer vision  augmented reality library","[""library"",""computer-vision"",""augmented-reality"",""image-processing"",""c-plus-plus"",""linux"",""windows"",""c-plus-plus-14"",""cmake""]","C++","[""CMake"",""C++""]",3408,"[""calendar"",""keyboard"",""time"",""javascript"",""deep-learning"",""gan"",""machine-learning"",""opencv"",""vision"",""tensorflow"",""keras"",""convolutional-neural-networks"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""computer-vision"",""deep-learning"",""opencv"",""vision"",""python"",""ocr"",""pytorch"",""speech-recognition"",""sketch"",""cpp"",""qt"",""c"",""cmake"",""dotfiles"",""shell"",""bash"",""zsh"",""vim"",""linux"",""macos"",""osx"",""mac"",""cpp"",""c-plus-plus"",""qt"",""c"",""cmake"",""cpp"",""c-plus-plus"",""qt"",""c""]"
"[""game"",""hololens"",""microsoft"",""unity""]","2017-10-07T01:13:40Z","Reality-Virtually-Hackathon/The_Dims",3,"arsports is ar experience built with open source applications and tools","[""hololens"",""sports"",""unity3d"",""game"",""order-food"",""player-position"",""microsoft"",""agumentedreality"",""dims"",""romanjaquez"",""lionel"",""laren2j"",""altemar"",""football"",""nfl"",""c-sharp"",""arsports""]","C#","[""ShaderLab"",""C#"",""HLSL"",""GLSL"",""C""]",75592,"[""javascript"",""typescript"",""emacs"",""nodejs"",""deno"",""nodejs"",""mongodb"",""express"",""node"",""expressjs"",""game"",""unity"",""game-development"",""gamedev"",""unity"",""unity3d"",""game-development"",""gamedev"",""windows"",""powershell"",""xamarin"",""csharp"",""c-sharp"",""r"",""rstats"",""statistics"",""r-package"",""shiny"",""wordpress"",""php"",""plugin"",""wordpress-plugin"",""wordpress-theme"",""windows"",""powershell"",""xamarin"",""csharp""]"
"[""android"",""arcore"",""photogrammetry""]","2017-10-07T13:18:35Z","Reality-Virtually-Hackathon/flan",8,"an augmented reality menu experience","[""food"",""photogrammetry"",""menu"",""arcore-android"",""arcore"",""augmented-reality""]","C#","[""ShaderLab"",""C#"",""Python"",""Smalltalk""]",119022,"[""linux"",""macos"",""windows"",""osx"",""mac"",""computer-vision"",""structure-from-motion"",""robotics"",""ros"",""simulation"",""robot"",""ui"",""animation"",""ui-components"",""design"",""components"",""discord"",""bot"",""discord-bot"",""slack"",""chatbot"",""kafka"",""spark"",""java"",""scala"",""big-data"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode""]"
"[""hololens"",""unity""]","2019-01-18T20:15:08Z","RealityVirtually2019/Bright",3,"an augmented reality solution to aid the elderly with visual impairment","[""hololens"",""unity"",""accessibility"",""hackathon""]","C#","[""C#"",""HLSL"",""ShaderLab""]",36088,"[""javascript"",""typescript"",""emacs"",""nodejs"",""deno"",""game"",""unity3d"",""game-development"",""gamedev"",""css"",""html"",""javascript"",""html5"",""sass"",""game-jam"",""game-off"",""hacktoberfest"",""vscode"",""vscode-extension"",""javascript"",""typescript""]"
"[]","2019-01-18T04:16:21Z","RealityVirtually2019/heAR",3,"winner of best in communication and mobility at reality virtually  speechtotext and sign languagetotext augmented reality application for the hearing impaired developed for the magic leap one mixed reality headset","null","C#","[""C++"",""C#"",""ShaderLab"",""Mask"",""HTML"",""Shell""]",660873,"null"
"[]","2019-01-18T21:41:10Z","RealityVirtually2019/rocketpowAR",4,"starting  off strong with an amazing mit reality virtually project utilizing brain computer interface emg and magic leap technology to create an athome physical therapy application","null","C#","[""C#"",""JavaScript"",""C++"",""ShaderLab"",""Mask""]",276501,"null"
"[""virtual""]","2017-07-25T13:37:09Z","RedHat-Israel/rosvr-client",5,"redhat open virtual reality  enabling interacting with data generated d content using leap motion controller ","[""virtual-reality"",""augmented-reality"",""visualization"",""natural-interface""]","JavaScript","[""JavaScript"",""HTML""]",238,"[""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""graph"",""data-visualization"",""chart"",""charts""]"
"[""microsoft""]","2020-05-28T19:33:17Z","Rita-Okonkwo/3DModelPowerApp",3,"getting started with mixed reality in microsoft power apps","null","null","null",12724,"null"
"[""ar-studio"",""sparkar""]","2020-10-25T19:31:46Z","RobbieConceptuel/spark-ar-tutorial-audio-visualizer",9,"this is a tutorial on the software spark ar studio with the file","[""augmented-reality"",""augmentedreality"",""sparkar""]","null","null",5322,"[""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""api"",""http"",""rest-api"",""rest"",""swagger"",""tutorial"",""learning"",""education"",""example"",""godot""]"
"[""hololens"",""microsoft"",""unity""]","2017-12-04T02:24:55Z","RobinFischer/OPC-UA_Unity",13,"unity project of an opc ua sample client designed to be used with a microsoft hololens","null","C#","[""C#"",""HLSL"",""ShaderLab""]",46729,"null"
"[""virtual"",""vr"",""web""]","2016-10-14T06:09:48Z","Rogersyp/CS_Capstone_VR-AR_In_Our_Pocket",6,"optimizing virtual reality vr and augmented reality ar performance on mobile web","null","TeX","[""TeX"",""Makefile"",""PostScript"",""HTML"",""JavaScript""]",178274,"null"
"[""ar-studio"",""facebook""]","2020-10-24T21:49:04Z","RokkoEffe/Creating-2D-3D-colliders-with-Scripting-Spark-AR",13,"this tutorial was created for  facebook developer circles community challenge","[""spark-ar-studio"",""3d-collision"",""spark-ar"",""instagram"",""augmented-reality""]","null","null",48335,"[""python"",""dataset"",""metadata"",""seo"",""research"",""web"",""javascript"",""framework"",""frontend"",""webapp"",""api"",""sdk"",""facebook"",""wrapper"",""google"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode""]"
"[]","2020-02-22T20:36:20Z","RosePY/Augmented-Reality",3," this project aims to show how was augmented reality ar developed it presents a simple application developed from scratch","null","Python","[""Python""]",11014,"null"
"[""android"",""app"",""arcore"",""google"",""sceneform"",""sdk""]","2019-12-09T06:41:45Z","RoyceThomasIype/AugmentedRealityIndoorNavigation",27,"ar app for indoor navigation using arcore and sceneform","[""augmented-reality"",""android"",""arcore-sdk"",""indoor-navigation"",""indoor-positioning"",""indoor-localisation"",""sceneform-sdk"",""google-arcore"",""google-ar-sdk"",""google-ar""]","Java","[""Java""]",26152,"[""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""react-native"",""ios"",""react"",""mobile"",""docker"",""docker-compose"",""docker-image"",""nginx"",""dockerfile""]"
"[""hololens"",""mrtk"",""oculus"",""oculus-quest"",""unity"",""webgl"",""webxr"",""xrtk""]","2020-06-09T17:56:13Z","Rufus31415/Simple-WebXR-Unity",270," bringing webxr to unity d  b","[""augmented-reality"",""unity"",""webxr"",""javascript"",""csharp"",""webgl"",""mrtk"",""xrtk"",""hololens"",""firefox-reality"",""mixed-reality-headsets"",""oculus-quest"",""oculus-browser""]","C#","[""C#"",""ShaderLab"",""HLSL"",""JavaScript"",""CSS"",""HTML""]",776248,"[""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""game"",""unity3d"",""game-development"",""gamedev"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""nodejs"",""typescript"",""emacs"",""deno"",""dotnet"",""language"",""dotnet-core"",""c-sharp"",""asp-net-core"",""opengl"",""graphics"",""3d"",""vulkan"",""javascript"",""typescript"",""emacs"",""nodejs"",""deno"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest""]"
"[""arkit"",""hololens"",""ios""]","2018-02-22T20:37:17Z","RussellXie7/HoloBearTour",3,"a research study for information visualization in mixed reality exploring embedded visualization speculative design implicit interaction ecofeedback in smart home design etc here we are including the mixed reality version of the application for hololens on the uwp platform and the application for the ios platform using arkit","null","C#","[""C#"",""ShaderLab"",""Objective-C++"",""Smalltalk"",""HLSL""]",88588,"null"
"[""android"",""game""]","2020-03-11T00:24:44Z","Ry-8001/AugmentedReality-",3,"the android ar game ","null","ShaderLab","[""JavaScript"",""C#"",""ShaderLab""]",311873,"null"
"[]","2019-08-30T11:34:54Z","SCCapstone/UofSCTourAR",4,"uofsctourar allows users to take an augmented reality tour of the university of south carolina","null","C#","[""C#"",""Objective-C"",""ShaderLab"",""HTML""]",73767,"null"
"[""google"",""markerless"",""unity""]","2017-09-18T16:10:39Z","STBTony/AR-Mobile-Workspace",4,"mobile markerless augmented reality of google maps and weather using unity in a hud manner","null","C#","[""C#""]",44640,"null"
"[""app"",""arcore"",""flutter"",""google""]","2020-11-23T11:32:01Z","Sameerkash/FoodMagic",28,"an ar app for restaurants and food delivery ","[""blender-models"",""flutter"",""augmented-reality"",""appwrite"",""arcore-flutter-plugin"",""google-ar"",""food-delivery"",""food""]","Dart","[""Kotlin"",""Dart""]",163123,"[""dart"",""flutter-apps"",""flutter-plugin"",""android"",""ios"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""android"",""android-library"",""kotlin"",""android-application"",""material-design"",""flutter"",""dart"",""android"",""ios"",""flutter-apps"",""linux"",""macos"",""windows"",""osx"",""mac""]"
"[""markers""]","2017-04-13T00:21:05Z","SamsungInternet/ar-demos",6,"sample augmented reality demos with ar markers ","null","JavaScript","[""HTML"",""CSS"",""JavaScript""]",289385,"null"
"[""android"",""camera""]","2017-08-23T14:51:41Z","Sanahm/SudoCAM-Ku",15,"an android camerabased augmented reality application that automatically solve and fill sudoku puzzles by passing the camera  over the puzzle","null","Java","[""Java""]",1537,"null"
"[""hololens"",""microsoft""]","2017-04-10T04:08:46Z","Satrat/AR-Reverb",13,"efficiently simulating environment specific sound propagation for microsoft hololens","null","C#","[""C#"",""ShaderLab"",""HLSL""]",123010,"null"
"[""arduino"",""mr"",""python"",""raspberry-pi"",""toolkit"",""unity"",""vr"",""vuforia""]","2018-03-17T22:33:49Z","Sensorycc/YUXI-Mixed-Reality-Hardware-Toolkit",20,"yuxi the mixed reality hardware toolkit makes it easier to get started bridging the physical and digital using sensors and actuators to create interactions with vrarmr content","[""mr"",""vr"",""ar"",""arduino"",""raspberry-pi"",""python"",""unity3d"",""spacebrew"",""vuforia""]","JavaScript","[""CSS"",""HTML"",""JavaScript"",""C#"",""ShaderLab"",""Python"",""HLSL""]",134628,"[""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""raspberry-pi"",""esp32"",""esp8266"",""bluetooth"",""arduino"",""esp32"",""esp8266"",""bluetooth"",""language"",""ruby"",""django"",""python3"",""django-rest-framework"",""flask"",""game"",""unity"",""game-development"",""gamedev"",""hacktoberfest"",""hacktoberfest2020"",""gpu"",""cuda"",""ember""]"
"[""app""]","2019-05-09T20:16:33Z","Shubhra22/AR_Measure",7,"augmented reality measurement app","null","C#","[""CSS"",""C#"",""ShaderLab"",""Smalltalk"",""Objective-C++"",""HLSL""]",26980,"null"
"[""app""]","2020-05-16T07:06:15Z","Shubhra22/FurnitureAR",14,"an augmented reality app to try furnitures at your home ","null","C#","[""C#""]",32764,"null"
"[""android"",""camera"",""dlib"",""opencv""]","2017-05-01T10:13:12Z","SimonCherryGZ/face-landmark-android",333,"android ar camera","[""dlib"",""opencv"",""opengles"",""rajawali"",""augmented-reality""]","Java","[""Makefile"",""Java"",""C++"",""GLSL""]",16441,"[""opencv"",""computer-vision"",""object-detection"",""deep-learning"",""tensorflow"",""c"",""cpp"",""java"",""python"",""computer-vision"",""object-detection"",""deep-learning"",""tensorflow"",""opengl"",""graphics"",""webgl"",""3d"",""vulkan"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode""]"
"[""android"",""arcore"",""sceneform""]","2019-06-23T17:05:30Z","SimonMarquis/AR-Toolbox",189," arcore  sceneform playground","[""arcore"",""sceneform"",""android"",""augmented-reality""]","Kotlin","[""Kotlin""]",36776,"[""kafka"",""spark"",""java"",""scala"",""big-data"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""react-native"",""ios"",""react"",""mobile"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode""]"
"[""game"",""unity"",""vuforia""]","2019-02-06T05:02:56Z","SkipperOd/Aughmented-Reality",4,"poc of augmented reality game based on the concept of one person hiding an object and the other person have to find the object in given time ","[""vuforia"",""augmented-reality"",""augmented-reality-applications"",""unity3d"",""unity3d-plugin"",""unity3d-games"",""csharp-script""]","C#","[""C#"",""ShaderLab""]",248557,"[""hacktoberfest"",""hacktoberfest2020"",""gpu"",""cuda"",""ember"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""python"",""telegram"",""bot"",""telegram-bot"",""rss"",""game"",""unity"",""game-development"",""gamedev"",""game"",""unity"",""unity3d"",""game-development"",""gamedev"",""game"",""unity"",""unity3d"",""game-development"",""gamedev"",""python"",""time-series"",""hacktoberfest"",""management"",""slides""]"
"[""app"",""mr"",""unity"",""vr"",""vuforia"",""xr""]","2019-08-24T15:49:36Z","Smi1e-man/ARrobot",3,"unityd  ar  vuforia  ar app  unity course introduction to xr ar vr mr","[""unity3d"",""augmented-reality"",""vuforia""]","C#","[""C#"",""ShaderLab"",""Objective-C"",""CSS""]",53951,"[""game"",""unity"",""game-development"",""gamedev"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""hacktoberfest"",""hacktoberfest2020"",""gpu"",""cuda"",""ember""]"
"[""unity""]","2017-08-13T02:16:15Z","Smileway/Augmented-Reality-AR-Hand-Tracking",12,"null","[""ar"",""augmented-reality"",""augmentedreality"",""unity3d""]","null","null",19,"[""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""api"",""http"",""rest-api"",""rest"",""swagger"",""game"",""unity"",""game-development"",""gamedev""]"
"[""camera"",""framework"",""pose-estimation""]","2017-09-20T13:31:38Z","SolarFramework/SolARFramework",7,"solar is an opensource framework released under apache license  making it possible to easily create your own camera pose estimation solution to develop augmented reality applications","[""vision"",""pose-estimation"",""camera"",""augmented-reality"",""framework"",""cpp"",""pipeline""]","C++","[""QMake"",""C++"",""C""]",1126,"[""opencv"",""computer-vision"",""object-detection"",""deep-learning"",""tensorflow"",""laravel"",""php"",""laravel-package"",""package"",""laravel-5-package"",""video"",""ffmpeg"",""audio"",""streaming"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""java"",""library"",""dependency-injection"",""design-patterns"",""c-plus-plus"",""qt"",""c"",""cmake"",""bioinformatics"",""workflow"",""genomics"",""rna-seq""]"
"[""arkit""]","2018-02-23T01:09:24Z","Somnibyte/Sohi-Poster-Project",3,"arkit image recognition sample","[""augmented-reality"",""arkit"",""arkit-demo""]","Swift","[""Swift""]",3201,"[""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""scala"",""functional-programming"",""github-actions"",""ci"",""continuous-integration""]"
"[""app"",""graphics"",""react"",""react-native"",""threejs""]","2018-06-21T16:07:58Z","Space-Cowboy-2018/AR-Shooter-FrontEnd",15,"space cowboy is a react native app that incorporates augmented reality along with threejs for d graphics and sockets to provide users with a seamless and realistic laser tag experience ","null","JavaScript","[""JavaScript""]",17682,"null"
