"createdAt","nameWithOwner","stargazerCount","description","repositoryTopics_list","primaryLanguage","languages_list","diskUsage","relatedTopics_list"
"2020-12-07T14:33:07Z","RonaldoBilhar/Google-Glass",1,"Projeto desenvolvido no curso de HTML/CSS do canal Curso em Vídeo","null","HTML","[""CSS"",""JavaScript"",""HTML""]",35915,"null"
"2020-02-22T20:36:20Z","RosePY/Augmented-Reality",3," This project aims to show how was Augmented Reality (AR) developed. It presents a simple application developed from scratch.","null","Python","[""Python""]",11014,"null"
"2017-02-22T02:52:57Z","RoshanRShetty/Augmented-Reality-Advertisements",2,"An Augmented Reality Based App that displays Augmented Advertisements to the users. Developed Using: Unity 3D Game Engine, Vuforia SDK, C#","null","Logos","[""Logos"",""C#"",""JavaScript"",""Java"",""Objective-C++"",""Objective-C"",""C"",""GLSL""]",105537,"null"
"2019-12-09T06:41:45Z","RoyceThomasIype/AugmentedRealityIndoorNavigation",27,"AR app for indoor navigation using ARcore and Sceneform.","[""augmented-reality"",""android"",""arcore-sdk"",""indoor-navigation"",""indoor-positioning"",""indoor-localisation"",""sceneform-sdk"",""google-arcore"",""google-ar-sdk"",""google-ar""]","Java","[""Java""]",26152,"[""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""react-native"",""ios"",""react"",""mobile"",""docker"",""docker-compose"",""docker-image"",""nginx"",""dockerfile""]"
"2020-05-08T10:38:03Z","RubanZ/Arduino-google-glass",1,"null","null","C","[""C"",""C++""]",445,"null"
"2018-01-21T09:40:52Z","Rufaidah/Marblesborg",1,"Game ber-genre First Person Shooter (FPS) menggunakan Augmented Reality (AR)","null","C#","[""C#"",""ShaderLab""]",370922,"null"
"2020-06-09T17:56:13Z","Rufus31415/Simple-WebXR-Unity",270,"⭐ Bringing WebXR to Unity 3D ! B-)","[""augmented-reality"",""unity"",""webxr"",""javascript"",""csharp"",""webgl"",""mrtk"",""xrtk"",""hololens"",""firefox-reality"",""mixed-reality-headsets"",""oculus-quest"",""oculus-browser""]","C#","[""C#"",""ShaderLab"",""HLSL"",""JavaScript"",""CSS"",""HTML""]",776248,"[""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""game"",""unity3d"",""game-development"",""gamedev"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""nodejs"",""typescript"",""emacs"",""deno"",""dotnet"",""language"",""dotnet-core"",""c-sharp"",""asp-net-core"",""opengl"",""graphics"",""3d"",""vulkan"",""javascript"",""typescript"",""emacs"",""nodejs"",""deno"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest""]"
"2019-02-08T13:07:02Z","RumenVWA/Sonnensystem-in-Augmented-Reality",1,"Ein Sonnensystem wird mithilfe von ARCore simuliert.","null","C#","[""C#"",""ShaderLab"",""Objective-C++"",""HLSL"",""Objective-C"",""CSS""]",147772,"null"
"2020-02-07T09:13:02Z","Runroom/augmented-reality",1,"AR.js augmented reality components library created using React. ","null","JavaScript","[""HTML"",""JavaScript""]",13897,"null"
"2018-10-20T05:26:09Z","Ruqyai/MoonsTour",1,"Moons Tour is Augmented Reality App aim to learn kids information about the moons and space.","null","C#","[""C#"",""ShaderLab"",""Java"",""HTML""]",108324,"null"
"2018-02-22T20:37:17Z","RussellXie7/HoloBearTour",3,"A research study for information visualization in mixed reality. Exploring embedded visualization, speculative design, implicit interaction, eco-feedback in smart home design, etc. Here we are including the mixed reality version of the application for HoloLens on the UWP platform and the application for the iOS platform using ARkit.","null","C#","[""C#"",""ShaderLab"",""Objective-C++"",""Smalltalk"",""HLSL""]",88588,"null"
"2016-09-07T18:22:15Z","RutgersGRID/RUAR",1,"Unity Vuforia Rutgers Augmented Reality","[""unity""]","C#","[""Java"",""JavaScript"",""Objective-C++"",""Objective-C"",""C"",""C#"",""Makefile"",""C++"",""Shell"",""ShaderLab""]",775805,"[""game"",""unity3d"",""game-development"",""gamedev""]"
"2020-03-11T00:24:44Z","Ry-8001/AugmentedReality-",3,"The Android Ar game ","null","ShaderLab","[""JavaScript"",""C#"",""ShaderLab""]",311873,"null"
"2020-09-21T06:47:59Z","RyusukeMatsumoto7C9-B-2/MagicLeap-SandBox",1,"null","null","C#","[""ShaderLab"",""C#"",""C++""]",92429,"null"
"2019-08-30T11:34:54Z","SCCapstone/UofSCTourAR",4,"UofSCTourAR allows users to take an Augmented Reality tour of the University of South Carolina","null","C#","[""C#"",""Objective-C"",""ShaderLab"",""HTML""]",73767,"null"
"2017-09-18T16:10:39Z","STBTony/AR-Mobile-Workspace",4,"Mobile markerless augmented reality of google maps and weather using Unity in a HUD manner","null","C#","[""C#""]",44640,"null"
"2017-05-27T22:34:27Z","STIHLInc/PlacesOfInterestAR",2,"iOS Swift Augmented Reality","[""ios"",""swift"",""augmented-reality""]","Swift","[""Swift""]",478,"[""swift"",""objective-c"",""cocoapods"",""xcode"",""language"",""objective-c"",""ios"",""cocoapods"",""xcode"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode""]"
"2016-07-11T18:27:22Z","SWiT/ARTT",2,"Augmented Reality Table Top using a projector and webcam.","null","Python","[""Python""]",172,"null"
"2020-02-15T08:04:02Z","SaiG18/ReadAR",2,"🏆 Augmented Reality education app for individuals with learning disabilities. — Stanford TreeHacks 2020","null","Python","[""Swift"",""Ruby"",""Dockerfile"",""Python"",""Shell""]",105336,"null"
"2016-01-10T18:37:31Z","SaltyGrandpa/Treasure-Hunt",2,"Unity3D Augmented Reality Treasure Hunt","null","C#","[""PHP"",""HTML"",""JavaScript"",""C#""]",23,"null"
"2018-04-23T14:47:56Z","SamanthaCBajis/ShapestoLife",1,"An Augmented Reality application using Vuforia and Unity to make reading simple message much more exciting than just staring at it on paper.","null","C#","[""C#"",""ShaderLab""]",31214,"null"
"2020-11-23T11:32:01Z","Sameerkash/FoodMagic",28,"An AR App for Restaurants and Food Delivery ✨✨","[""blender-models"",""flutter"",""augmented-reality"",""appwrite"",""arcore-flutter-plugin"",""google-ar"",""food-delivery"",""food""]","Dart","[""Kotlin"",""Dart""]",163123,"[""dart"",""flutter-apps"",""flutter-plugin"",""android"",""ios"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""android"",""android-library"",""kotlin"",""android-application"",""material-design"",""flutter"",""dart"",""android"",""ios"",""flutter-apps"",""linux"",""macos"",""windows"",""osx"",""mac""]"
"2019-03-12T16:58:43Z","SamsungInternet/MicroPython-TileTestLibrary",1,"This is a test library used to test the multimode sensor used for the Augmented Reality demonstrations. It works on ","null","Python","[""Python""]",2,"null"
"2017-04-13T00:21:05Z","SamsungInternet/ar-demos",6,"Sample Augmented Reality demos with AR markers ","null","JavaScript","[""HTML"",""CSS"",""JavaScript""]",289385,"null"
"2017-08-23T14:51:41Z","Sanahm/SudoCAM-Ku",15,"An android Camera-based augmented reality Application that automatically solve and fill Sudoku puzzles by passing the camera  over the puzzle","null","Java","[""Java""]",1537,"null"
"2019-11-14T20:27:16Z","Santhosh-Umapathi/AR-Dicee-Swift-iOS",1,"Augmented Reality based dice rolling app on a plane.","null","Swift","[""Swift""]",6540,"null"
"2019-11-14T20:29:36Z","Santhosh-Umapathi/AR-MagicPaper-Swift-iOS",1,"Augmented Reality app for magical newspapere like harry potter movies.","null","Swift","[""Swift""]",1303,"null"
"2019-10-29T23:01:05Z","Santhosh-Umapathi/AR-Pokemon-Swift-iOS",1,"Augmented Reality based iOS app for Pokemon cards.","null","Swift","[""Swift""]",3688,"null"
"2019-11-14T20:32:08Z","Santhosh-Umapathi/AR-Ruler-Swift-iOS",1,"Augmented Reality app to measure the distance using virtual ruler","null","Swift","[""Swift""]",430,"null"
"2018-01-07T13:32:11Z","SanttuA/ArPlanets",2,"A simple augmented reality app about our solar system. Made with Unity and Vuforia for mobile devices.","null","C#","[""C#"",""ShaderLab""]",20706,"null"
"2017-08-01T11:29:01Z","SarahSahara32/ARSandbox-",1,"This is my AR Sandbox project with Processing and the KinectV1","[""augmented-reality"",""sandbox"",""processing"",""kinect""]","Processing","[""Processing""]",1,"[""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""linux"",""ansible"",""ubuntu"",""debian"",""vagrant"",""wechat"",""python"",""weather"",""recommender-system"",""weixin"",""robotics"",""ros"",""computer-vision"",""simulation"",""robot""]"
"2019-05-24T03:24:16Z","SarangMohaniraj/BasketballAR",1,"3D Augmented Reality basketball game using ARCore and Sceneform on Android Studio. This project uses 3D vectors and physics.","null","Java","[""Java""]",11419,"null"
"2018-12-25T08:17:39Z","SatoshiRobatoFujimoto/MRAzure3XX",1,"Mixed Reality Academy 3XX with MRTK","null","C#","[""C#"",""HLSL"",""ShaderLab""]",84842,"null"
"2017-04-10T04:08:46Z","Satrat/AR-Reverb",13,"Efficiently Simulating Environment Specific Sound Propagation for Microsoft HoloLens","null","C#","[""C#"",""ShaderLab"",""HLSL""]",123010,"null"
"2016-02-21T17:40:05Z","SaurabhPalaspagar/VuTooth",1,"See future dental restorations in 3D Augmented Reality","null","C#","[""Java"",""JavaScript"",""C"",""Objective-C++"",""Objective-C"",""C#"",""GLSL""]",46846,"null"
"2019-11-14T01:30:35Z","SaveARyUCI/SaveARy",2,"SaveAry is an augmented reality app that allows users to scan a product using the smartphone camera and view the availability of the product and competitive prices offered by different e-commerce sites, thus enabling the users to have an effective and efficient shopping experience.","null","C#","[""C#"",""ShaderLab"",""Smalltalk"",""Objective-C++"",""Objective-C"",""HLSL""]",50485,"null"
"2018-05-02T19:55:44Z","Scott-Hodnefield/iOS-Augmented-Reality-Maze",1,"An augmented reality maze app for iPhone","null","Swift","[""Swift""]",14869,"null"
"2018-01-08T22:31:54Z","SebiH/ART",1,"ART – Augmented Reality above the Tabletop","null","C#","[""TypeScript"",""HTML"",""CSS"",""Shell"",""JavaScript"",""C#"",""ShaderLab"",""HLSL"",""GLSL""]",181652,"null"
"2020-10-13T19:07:35Z","SendurLanter/Python_OpenCV_Augmented_Reality",1,"null","null","Python","[""Python""]",7756,"null"
"2018-03-17T22:33:49Z","Sensorycc/YUXI-Mixed-Reality-Hardware-Toolkit",20,"YUXI: The Mixed Reality Hardware Toolkit makes it easier to get started bridging the physical and digital using sensors and actuators to create interactions with VR/AR/MR content.","[""mr"",""vr"",""ar"",""arduino"",""raspberry-pi"",""python"",""unity3d"",""spacebrew"",""vuforia""]","JavaScript","[""CSS"",""HTML"",""JavaScript"",""C#"",""ShaderLab"",""Python"",""HLSL""]",134628,"[""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""raspberry-pi"",""esp32"",""esp8266"",""bluetooth"",""arduino"",""esp32"",""esp8266"",""bluetooth"",""language"",""ruby"",""django"",""python3"",""django-rest-framework"",""flask"",""game"",""unity"",""game-development"",""gamedev"",""hacktoberfest"",""hacktoberfest2020"",""gpu"",""cuda"",""ember""]"
"2017-05-06T10:45:49Z","SergiPC/AR_Game",1,"Augmented reality Minigame","null","C#","[""Java"",""JavaScript"",""Objective-C++"",""Objective-C"",""C"",""C#"",""ShaderLab""]",61843,"null"
"2020-06-07T08:30:10Z","ShadmanRohan/augmented-reality-based-menu",1,"null","null","C#","[""C#"",""ShaderLab"",""HLSL"",""Objective-C"",""CSS"",""HTML"",""PHP"",""Hack"",""Makefile"",""Shell"",""Vue""]",169136,"null"
"2019-07-15T03:31:57Z","ShadowFactory/TodayAtApple-SwiftPlaygroundsAR",1,"Interactive Swift Playgrounds Book for Shadow Factory's participation segment on TodayAtApple ""Exclusive: Designing Augmented Realities with Shadow Factory""","null","Swift","[""Swift"",""Objective-C"",""C""]",10124,"null"
"2019-06-14T15:20:43Z","ShaneHudson/ARBookmarks",1,"iOS app for adding URLs to the real world","[""augmented-reality"",""ios"",""swift"",""bookmarks""]","Swift","[""Swift"",""Ruby""]",18988,"[""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""swift"",""objective-c"",""cocoapods"",""xcode"",""language"",""objective-c"",""ios"",""cocoapods"",""xcode"",""julia"",""optimization"",""math"",""simulation"",""physics""]"
"2020-04-05T23:49:39Z","ShantanuPhatke/TalkAR",2,"Augmented Reality based Android App for learning German language","[""augmented-reality"",""augmented-reality-application"",""android-application"",""learning-app""]","Java","[""Java""]",111872,"[""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""android"",""android-library"",""kotlin"",""material-design""]"
"2019-10-12T19:23:12Z","Sheebha-nair/XR---Tourism",1,"Travelling the entire world using Augmented Reality and Virtual Reality","null","null","null",0,"null"
"2019-10-17T14:31:03Z","Shehzad37/AirDraw",1,"Augmented Reality App in which you can draw with your hand on a screen using kinect(C#) and opencv.","null","C#","[""C#""]",2147,"null"
"2020-09-09T06:05:27Z","SheikhZayed/ar.with-darb",1,"Augmented Reality On Darb","null","JavaScript","[""HTML"",""JavaScript""]",7515,"null"
"2017-12-11T12:34:55Z","Sherbhy/AR-app-for-android",1,"Augmented reality based app for identifying the distance between two objects.The app also is able to recognize text. Made using Unity 5.0 and the sdk Vuforia.","null","C#","[""C#""]",1,"null"
"2019-12-26T15:34:19Z","ShivamGoyal1899/SparkARProjects",2,"Facebook & Instagram Filters made with Spark AR","[""spark-ar"",""augmented-reality"",""instagram-filters""]","null","null",517,"[""web"",""javascript"",""framework"",""frontend"",""webapp"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode""]"
"2020-04-29T15:00:27Z","ShivamPatil27/AR-Ruler-iOS11",1,"Augmented reality iOS11 app developed on Xcode","null","Swift","[""Swift""]",429,"null"
"2019-05-09T20:16:33Z","Shubhra22/AR_Measure",7,"Augmented Reality Measurement App","null","C#","[""CSS"",""C#"",""ShaderLab"",""Smalltalk"",""Objective-C++"",""HLSL""]",26980,"null"
"2020-05-16T07:06:15Z","Shubhra22/FurnitureAR",14,"An augmented reality app to try furnitures at your home ","null","C#","[""C#""]",32764,"null"
"2020-07-11T13:27:31Z","SiddeshKamble/DuckHuntAR",1,"Remake of classic 90's Huck Hunt Game using Augmented Reality. It is developed in Unity 3D using Vuforia Library. ","[""augmented-reality"",""argame""]","C#","[""C#""]",74,"[""swift"",""ios"",""objective-c"",""cocoapods"",""xcode""]"
"2020-09-09T02:45:08Z","Simeone-Holanda/Site-sobre-o-Google-Glass",1,"Projeto de um curso, foi feito com Html5 e Css3 e algumas interações com Javascript","null","HTML","[""CSS"",""HTML""]",37622,"null"
"2017-05-01T10:13:12Z","SimonCherryGZ/face-landmark-android",333,"Android AR Camera","[""dlib"",""opencv"",""opengles"",""rajawali"",""augmented-reality""]","Java","[""Makefile"",""Java"",""C++"",""GLSL""]",16441,"[""opencv"",""computer-vision"",""object-detection"",""deep-learning"",""tensorflow"",""c"",""cpp"",""java"",""python"",""computer-vision"",""object-detection"",""deep-learning"",""tensorflow"",""opengl"",""graphics"",""webgl"",""3d"",""vulkan"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode""]"
"2019-06-23T17:05:30Z","SimonMarquis/AR-Toolbox",189,"🧰 ARCore & Sceneform Playground","[""arcore"",""sceneform"",""android"",""augmented-reality""]","Kotlin","[""Kotlin""]",36776,"[""kafka"",""spark"",""java"",""scala"",""big-data"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""react-native"",""ios"",""react"",""mobile"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode""]"
"2020-11-04T17:41:10Z","SimonPerche/AugmentedRealityFromScratch",1,"An augmented reality application from scratch using OpenCV for learning purpose.","null","C++","[""CMake"",""C++"",""TeX""]",38659,"null"
"2020-07-16T03:49:25Z","SimratsSingh/Augmented-reality-using-Open-CV-Python",1,"A python programmed Open CV based project which was capable of recognizing a particular colour and draw the path on the screen along which the object is moving","null","Python","[""Python""]",2,"null"
"2016-12-13T17:22:43Z","SirGeoffers/ARChess",1,"Augmented Reality Chess developed for the Microsoft HoloLens","null","C#","[""C#"",""GLSL""]",25760,"null"
"2019-02-06T05:02:56Z","SkipperOd/Aughmented-Reality",4,"Poc of augmented reality game, Based on the concept of one person hiding an object and the other person have to find the object in given time. ","[""vuforia"",""augmented-reality"",""augmented-reality-applications"",""unity3d"",""unity3d-plugin"",""unity3d-games"",""csharp-script""]","C#","[""C#"",""ShaderLab""]",248557,"[""hacktoberfest"",""hacktoberfest2020"",""gpu"",""cuda"",""ember"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""python"",""telegram"",""bot"",""telegram-bot"",""rss"",""game"",""unity"",""game-development"",""gamedev"",""game"",""unity"",""unity3d"",""game-development"",""gamedev"",""game"",""unity"",""unity3d"",""game-development"",""gamedev"",""python"",""time-series"",""hacktoberfest"",""management"",""slides""]"
"2016-07-25T08:44:45Z","SkoltechRobotics/tango_robot",2,"Demo of robot control through augmented reality app using Google Tango device","null","C#","[""C#""]",17,"null"
"2020-10-23T17:54:15Z","SkyG0D/responsive-google-glass",1,"O clássico site do Google Glass, porém responsivo.","[""html5"",""javascript"",""css"",""responsive"",""flexbox""]","HTML","[""CSS"",""HTML"",""JavaScript""]",9769,"[""python"",""telegram"",""bot"",""telegram-bot"",""rss"",""nodejs"",""typescript"",""emacs"",""deno"",""html"",""javascript"",""html5"",""sass"",""bootstrap"",""javascript"",""jquery"",""html"",""css"",""css"",""html"",""javascript"",""html5"",""sass""]"
"2019-10-31T19:52:59Z","SleepingSoul/olympus-demo",1,"Windows demo for augmented reality","null","C++","[""C++"",""C"",""Batchfile"",""GLSL"",""Python"",""CMake""]",13011,"null"
"2019-05-17T23:06:25Z","SmartSendApp/SSKitCore",2,"AR Volume Measurement","[""swift"",""arkit"",""arkit2"",""augmented-reality""]","Swift","[""Swift""]",10,"[""language"",""objective-c"",""ios"",""cocoapods"",""xcode"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""pytorch"",""deep-learning"",""computer-vision"",""gan"",""generative-adversarial-network"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode""]"
"2019-08-24T15:49:36Z","Smi1e-man/ARrobot",3,"Unity3D | AR | Vuforia | AR App | Unity course: Introduction to XR: AR, VR, MR","[""unity3d"",""augmented-reality"",""vuforia""]","C#","[""C#"",""ShaderLab"",""Objective-C"",""CSS""]",53951,"[""game"",""unity"",""game-development"",""gamedev"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""hacktoberfest"",""hacktoberfest2020"",""gpu"",""cuda"",""ember""]"
"2017-08-13T02:16:15Z","Smileway/Augmented-Reality-AR-Hand-Tracking",12,"null","[""ar"",""augmented-reality"",""augmentedreality"",""unity3d""]","null","null",19,"[""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""api"",""http"",""rest-api"",""rest"",""swagger"",""game"",""unity"",""game-development"",""gamedev""]"
"2018-05-21T18:03:26Z","SoCohesive/PlantsLife",2,"ARKit demo for iOSoho talk ","[""arkit"",""swift"",""ios"",""3d"",""augmented-reality""]","Swift","[""Swift"",""Ruby""]",29033,"[""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""language"",""objective-c"",""ios"",""cocoapods"",""xcode"",""swift"",""objective-c"",""cocoapods"",""xcode"",""opengl"",""graphics"",""webgl"",""vulkan"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode""]"
"2017-09-20T13:31:38Z","SolarFramework/SolARFramework",7,"SolAR is an open-source framework released under Apache license 2.0 making it possible to easily create your own camera pose estimation solution to develop augmented reality applications.","[""vision"",""pose-estimation"",""camera"",""augmented-reality"",""framework"",""cpp"",""pipeline""]","C++","[""QMake"",""C++"",""C""]",1126,"[""opencv"",""computer-vision"",""object-detection"",""deep-learning"",""tensorflow"",""laravel"",""php"",""laravel-package"",""package"",""laravel-5-package"",""video"",""ffmpeg"",""audio"",""streaming"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""java"",""library"",""dependency-injection"",""design-patterns"",""c-plus-plus"",""qt"",""c"",""cmake"",""bioinformatics"",""workflow"",""genomics"",""rna-seq""]"
"2018-04-16T12:54:25Z","Soludus/Soludus1Energycare",2,"A data visualization platform and an AR game for children. Made as part of the Soludus project.  http://www.metropolia.fi/tutkimus-kehittaminen-ja-innovaatiot/hankkeet/soludus/","[""unity"",""game"",""augmented-reality"",""ar"",""vuforia"",""cc0""]","C#","[""C#"",""ShaderLab""]",43447,"[""game"",""unity3d"",""game-development"",""gamedev"",""unity"",""unity3d"",""game-development"",""gamedev"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""hacktoberfest"",""hacktoberfest2020"",""gpu"",""cuda"",""ember"",""security"",""dns"",""privacy"",""analytics"",""google""]"
"2017-05-28T08:46:41Z","SomeshKb/LocateAll",2,"Location Based Augmented Reality","null","Java","[""Java""]",246,"null"
"2020-05-20T01:24:04Z","Something-relevant/paper-dungeons",1,"A multiplayer mixed reality game where the user places down paper and the game generates a procedural dungeon for the players to fight each other in.","null","C#","[""C#"",""ShaderLab"",""C"",""HLSL"",""Objective-C++"",""Objective-C"",""Python""]",352139,"null"
"2018-02-23T01:09:24Z","Somnibyte/Sohi-Poster-Project",3,"ARKit Image Recognition Sample","[""augmented-reality"",""arkit"",""arkit-demo""]","Swift","[""Swift""]",3201,"[""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""scala"",""functional-programming"",""github-actions"",""ci"",""continuous-integration""]"
"2020-07-03T06:44:51Z","Somsubhra1/augmented-reality-web-app",1,"This app implements AR on web using AR.js.","null","HTML","[""HTML""]",6,"null"
"2018-06-21T16:07:58Z","Space-Cowboy-2018/AR-Shooter-FrontEnd",15,"Space Cowboy is a React Native app, that incorporates augmented reality, along with three.js for 3d graphics and sockets to provide users with a seamless and realistic laser tag experience. ","null","JavaScript","[""JavaScript""]",17682,"null"
"2020-12-29T07:09:53Z","Spaghetti-Boys-Augmed/AugMed",2,"O repositório para o source code do projeto AugMed para a Tecstorm 2021","[""unity"",""vuforia"",""smartphone"",""augmented-reality"",""android"",""firebase""]","C#","[""Python"",""C#""]",87142,"[""game"",""unity3d"",""game-development"",""gamedev"",""hacktoberfest"",""hacktoberfest2020"",""gpu"",""cuda"",""ember"",""r"",""rstats"",""statistics"",""r-package"",""shiny"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""react-native"",""ios"",""react"",""mobile"",""covid-19"",""search"",""coronavirus"",""search-engine""]"
"2017-03-04T13:25:02Z","Sparn96/HoloJokes",1,"Hololens tech with Microsoft Cognitive API","null","null","null",9212,"null"
"2016-08-03T15:47:28Z","SreyaV/TCP-tester",1,"Tester app for Google Glass transition to TCP.","null","Java","[""Java""]",104,"null"
"2020-09-08T10:41:48Z","Srirakshitha/Let-s-explore-space-using-Spark-AR",1,"This is Augmented Reality project. I have used the effects in Spark AR to bring it a Space effect","null","null","null",1,"null"
"2016-05-12T15:19:51Z","SriramEmarose/AugmentedRealityLibrary",1,"The code implements a simple 2D overlay of video and image to visualize the AR effect","null","MATLAB","[""MATLAB""]",2,"null"
"2020-05-31T15:12:43Z","StefanoCecere/GameLab_AR_Unity",1,"Game Lab for Augmented and Mixed Reality with Unity","[""arfoundation"",""examples"",""augmented-reality"",""mixed-reality"",""arkit"",""arcore"",""gamedev"",""gamelab2042"",""unity""]","C#","[""C#"",""ShaderLab"",""HLSL"",""Objective-C"",""Objective-C++""]",65769,"[""documentation"",""translation"",""i18n"",""localization"",""emoji"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""kafka"",""spark"",""java"",""scala"",""big-data"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""kafka"",""spark"",""java"",""scala"",""big-data"",""game"",""unity"",""unity3d"",""game-development"",""game"",""unity3d"",""game-development"",""gamedev""]"
"2020-07-20T17:11:23Z","StefanoVianello/Augmented_Reality",1,"AR.js files","null","HTML","[""HTML"",""Python""]",12665,"null"
"2017-07-04T01:29:17Z","StephenGuanqi/ARKitDemo",11,"Augmented Reality iOS App implemented in ARKit and Swift, feature in placing wolf on a grass, taking snapshot, drawing lines in 3d space.","[""swift"",""swift-3"",""arkit"",""scenekit"",""ios"",""ios-app""]","Swift","[""Swift""]",2262,"[""language"",""objective-c"",""ios"",""cocoapods"",""xcode"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""swift"",""objective-c"",""cocoapods"",""xcode"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode""]"
"2017-07-03T10:15:44Z","StephenGuanqi/Unity-ARKit-Plugin",80,"Modified plugin source and Add custom ARKit projects implement on Unity","[""arkit"",""unity"",""objective-c"",""augmented-reality"",""arframe"",""cvpixelbuffer"",""scenekit"",""ios""]","C#","[""C#"",""ShaderLab"",""Objective-C"",""Objective-C++""]",71383,"[""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""game"",""unity3d"",""game-development"",""gamedev"",""c"",""clang"",""language"",""swift"",""ios"",""macos"",""swiftui"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""swift"",""objective-c"",""cocoapods"",""xcode""]"
"2020-09-01T15:39:07Z","StephenHodgson/Native-Unity-API",3,"C++ Headers for Unity Native Plugins","[""unity"",""unity3d"",""unity3d-plugin"",""native"",""header-files"",""unity-editor"",""native-development"",""cpp"",""xr"",""graphics"",""ar"",""vr"",""mixed-reality"",""augmented-reality"",""virtual-reality""]","C++","[""C++"",""C"",""Objective-C""]",57,"[""game"",""unity3d"",""game-development"",""gamedev"",""game"",""unity"",""game-development"",""gamedev"",""game"",""unity"",""unity3d"",""game-development"",""gamedev"",""api"",""sdk"",""facebook"",""wrapper"",""google"",""game"",""unity"",""unity3d"",""game-development"",""gamedev"",""opencv"",""computer-vision"",""object-detection"",""deep-learning"",""tensorflow"",""c-plus-plus"",""qt"",""c"",""cmake"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""opengl"",""webgl"",""3d"",""vulkan"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""kafka"",""spark"",""java"",""scala"",""big-data"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest""]"
"2019-05-16T12:32:32Z","StevenCyb/Augmented-Reality-with-OpenCV-and-ArUco-marker-detection",1,"A simple Augmented Reality cube example using OpenCV and ArUco marker detection.","null","Python","[""Python""]",24392,"null"
"2017-07-24T09:28:12Z","Stinkstudios/arkit-web",155,"An experimental iOS app for rapidly prototyping ARKit experiences with WebGL.","[""arkit"",""webgl"",""ios"",""augmented-reality"",""mixed-reality"",""swift""]","Swift","[""Objective-C"",""Swift"",""C"",""Metal""]",9831,"[""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""opengl"",""graphics"",""3d"",""vulkan"",""swift"",""objective-c"",""cocoapods"",""xcode"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""kafka"",""spark"",""java"",""scala"",""big-data"",""language"",""objective-c"",""ios"",""cocoapods"",""xcode""]"
"2019-03-30T01:02:43Z","StrahdVonZarovich/BasketHat-Augmented-Reality",2,"Hobby project for learn physics, collisions and asset pipeline at ARKit","null","Swift","[""Swift""]",648,"null"
"2018-12-11T08:02:25Z","SubhadityaMukherjee/AR-Keyboard",1,"Augmented Reality Keyboard","null","Python","[""Python""]",114,"null"
