"Tags","createdAt","nameWithOwner","stargazerCount","description","repositoryTopics_list","primaryLanguage","languages_list","diskUsage","relatedTopics_list"
"[""arkit""]","2017-07-15T18:29:21Z","ProjectDent/ARKit-CoreLocation",4954,"Combines the high accuracy of AR with the scale of GPS data.","null","Swift","null",23964,"null"
"[""arkit"",""ios"",""scenekit""]","2019-05-13T18:13:16Z","ProjectDent/MuseumAR",51,"A museum AR experience and simulator, to accompany our blog post on AR experience.","null","Swift","null",6399,"null"
"[]","2020-06-12T17:39:23Z","ProjektDragon/awesome-obs-live-editing",9,"Open source tools which integrate with OBS for live editing and mixed reality.","null","null","null",14,"null"
"[""markerless"",""opencv""]","2016-07-22T08:51:29Z","Pulkit-Khandelwal/Augmented-Reality-and-Graph-Cut-OpenCV",6,"opencv Detection of Features to Track Objects and Segmentation Using GrabCut for Application in markerless Augmented Reality ","null","C++","null",3316,"null"
"[""leap-motion"",""mixed-reality"",""oculus"",""oculus-rift"",""oculus-touch"",""unity3d""]","2017-02-08T19:10:20Z","PyrusMed/Pear-Interaction-Engine",10,"oculus PIE was made to give designers and developers an easier way to create, share and modify user interactions","null","C#","null",237030,"null"
"[""mixed-reality"",""oculus"",""oculus-quest"",""oculus-rift"",""oculus-touch"",""unity"",""unity3d"",""vive"",""windows"",""xrtk""]","2020-02-04T06:48:22Z","RGB-Schemes/Unity-Modern-XR-Sample",11,"oculus vive xrtk windows An example of how to setup a virtual reality project using Unity's modern XR systems! A full tutorial on how this was made can be found at our website!","null","C#","null",25333,"null"
"[""realsense"",""sandbox"",""unity""]","2020-04-29T07:50:44Z","RO-LIP/ARSandboxFramework",3,"An Unity Framework for Augmented Reality Sandboxes","null","C#","null",435903,"null"
"[""api"",""vuforia""]","2018-06-22T04:24:02Z","RSKaurav/ARSearch",7,"ARS (Augmented Reality Search) is an idea of image search and displaying searched images in augmented reality. Suppose I am planning to visit Kerala and I want to know best visiting places in kerala then I will just make a voice command and IBM watson API will convert voice command into text and send it to Google Custom Search API then GCS API will return Image URL in the form of jason data then using Vuforia which will provide Augmounted Reality environment. We will display all the related image in Augmented Reality.","null","C#","null",168890,"null"
"[""unity"",""unity3d"",""vuforia""]","2017-11-05T12:14:16Z","RajPathare/ARChan",5,"Meet your favourite character in real world !  Made with Unity ( + Vuforia plugin ) ","null","C#","null",44,"null"
"[""app"",""unity3d"",""vuforia""]","2017-11-02T18:29:03Z","RajPathare/ARMaze",5,"An AR-Maze app created using Unity-Vuforia","null","C#","null",17564,"null"
"[""app"",""unity3d"",""vuforia""]","2018-06-16T17:50:07Z","RajPathare/ARNotes",10,"An AR-based Piano(Keyboard) app which responds to your real-time key press.","null","C#","null",1728,"null"
"[""android"",""arcore""]","2018-06-16T14:46:12Z","Rajaganapathi1114/ArCoreSample",5,"Augmented reality project using ArCore and android studio. This is my first project.","null","Java","null",331,"null"
"[""android"",""app"",""arcore""]","2019-04-26T22:55:58Z","RamiJ3mli/Vision",5,"Vision as a sample Android app will be the demonstration of every feature and trick made possible by the ARCore Android SDK","null","Kotlin","null",25198,"null"
"[""app"",""arkit""]","2018-08-08T23:35:35Z","RayWeiss/ARKit",3,"arkit Augmented reality app integrated with location services.","null","Swift","null",18422,"null"
"[""computer-vision"",""linux"",""windows""]","2017-02-24T21:08:43Z","Razakhel/ArcV",26,"Computer Vision & Augmented Reality library","null","C++","null",3408,"null"
"[""hololens"",""unity3d""]","2017-10-07T01:13:40Z","Reality-Virtually-Hackathon/The_Dims",3,"ARSports is AR Experience built with Open Source Applications and Tools.","null","C#","null",75592,"null"
"[""arcore"",""photogrammetry""]","2017-10-07T13:18:35Z","Reality-Virtually-Hackathon/flan",8,"An augmented reality menu experience","null","C#","null",119022,"null"
"[""hololens"",""unity""]","2019-01-18T20:15:08Z","RealityVirtually2019/Bright",3,"An augmented reality solution to aid the elderly with visual impairment.","null","C#","null",36088,"null"
"[]","2019-01-18T04:16:21Z","RealityVirtually2019/heAR",3,"Winner of ""Best in Communication and Mobility"" at Reality Virtually 2019. Speech-to-text and sign language-to-text augmented reality application for the hearing impaired developed for the Magic Leap One Mixed Reality Headset.","null","C#","null",660873,"null"
"[""magicleap""]","2019-01-18T21:41:10Z","RealityVirtually2019/rocketpowAR",4,"Starting 2019 off strong with an amazing MIT Reality Virtually project utilizing Brain Computer Interface EMG and MagicLeap Technology to create an at-home physical therapy application.","null","C#","null",276501,"null"
"[]","2017-07-25T13:37:09Z","RedHat-Israel/rosvr-client",5,"Redhat Open Virtual Reality - Enabling interacting with data generated 3D content using leap motion controller 🖲📊","null","JavaScript","null",238,"null"
"[]","2020-05-28T19:33:17Z","Rita-Okonkwo/3DModelPowerApp",3,"Getting started with Mixed Reality in Microsoft Power Apps","null","null","null",12724,"null"
"[""sparkar""]","2020-10-25T19:31:46Z","RobbieConceptuel/spark-ar-tutorial-audio-visualizer",9,"sparkar This is a tutorial on the software sparkar AR Studio with the file.","null","null","null",5322,"null"
"[""hololens"",""unity""]","2017-12-04T02:24:55Z","RobinFischer/OPC-UA_Unity",13,"Unity Project of an OPC UA Sample Client. Designed to be used with a Microsoft HoloLens","null","C#","null",46729,"null"
"[""phone"",""vr"",""web""]","2016-10-14T06:09:48Z","Rogersyp/CS_Capstone_VR-AR_In_Our_Pocket",6,"Optimizing Virtual Reality vr and Augmented Reality (AR) performance on phone Web","null","TeX","null",178274,"null"
"[""instagram"",""sparkar""]","2020-10-24T21:49:04Z","RokkoEffe/Creating-2D-3D-colliders-with-Scripting-Spark-AR",13,"This tutorial was created for 2020 Facebook Developer Circles Community Challenge","null","null","null",48335,"null"
"[]","2020-02-22T20:36:20Z","RosePY/Augmented-Reality",3," This project aims to show how was Augmented Reality (AR) developed. It presents a simple application developed from scratch.","null","Python","null",11014,"null"
"[""android"",""app"",""arcore"",""sceneform""]","2019-12-09T06:41:45Z","RoyceThomasIype/AugmentedRealityIndoorNavigation",27,"AR app for indoor navigation using ARcore and Sceneform .","null","Java","null",26152,"null"
"[""hololens"",""mrtk"",""oculus"",""oculus-quest"",""unity"",""webgl"",""webxr"",""xrtk""]","2020-06-09T17:56:13Z","Rufus31415/Simple-WebXR-Unity",270,"oculus Bringing WebXR to Unity 3D ! B-)","null","C#","null",776248,"null"
"[""arkit"",""hololens"",""ios"",""windows""]","2018-02-22T20:37:17Z","RussellXie7/HoloBearTour",3,"windows A research study for information visualization in mixed reality. Exploring embedded visualization, speculative design, implicit interaction, eco-feedback in smart home design, etc. Here we are including the mixed reality version of the application for HoloLens on the windows platform and the application for the iOS platform using ARkit .","null","C#","null",88588,"null"
"[""android""]","2020-03-11T00:24:44Z","Ry-8001/AugmentedReality-",3,"The Android Ar game ","null","ShaderLab","null",311873,"null"
"[]","2019-08-30T11:34:54Z","SCCapstone/UofSCTourAR",4,"UofSCTourAR allows users to take an Augmented Reality tour of the University of South Carolina","null","C#","null",73767,"null"
"[""markerless"",""phone"",""unity""]","2017-09-18T16:10:39Z","STBTony/AR-Mobile-Workspace",4,"phone markerless augmented reality of google maps and weather using Unity in a HUD manner","null","C#","null",44640,"null"
"[""app"",""arcore"",""blender"",""flutter""]","2020-11-23T11:32:01Z","Sameerkash/FoodMagic",28,"An AR App for Restaurants and Food Delivery ✨✨","null","Dart","null",163123,"null"
"[""marker""]","2017-04-13T00:21:05Z","SamsungInternet/ar-demos",6,"Sample Augmented Reality demos with AR marker ","null","JavaScript","null",289385,"null"
"[""android""]","2017-08-23T14:51:41Z","Sanahm/SudoCAM-Ku",15,"An android Camera-based augmented reality Application that automatically solve and fill Sudoku puzzles by passing the camera  over the puzzle","null","Java","null",1537,"null"
"[""hololens""]","2017-04-10T04:08:46Z","Satrat/AR-Reverb",13,"Efficiently Simulating Environment Specific Sound Propagation for Microsoft HoloLens","null","C#","null",123010,"null"
"[""arduino"",""unity3d"",""vr"",""vuforia""]","2018-03-17T22:33:49Z","Sensorycc/YUXI-Mixed-Reality-Hardware-Toolkit",20,"YUXI: The Mixed Reality Hardware Toolkit makes it easier to get started bridging the physical and digital using sensors and actuators to create interactions with vr /AR/MR content.","null","JavaScript","null",134628,"null"
"[""app""]","2019-05-09T20:16:33Z","Shubhra22/AR_Measure",7,"Augmented Reality Measurement App","null","C#","null",26980,"null"
"[""app""]","2020-05-16T07:06:15Z","Shubhra22/FurnitureAR",14,"An augmented reality app to try furnitures at your home ","null","C#","null",32764,"null"
"[""android"",""dlib"",""opencv"",""opengl""]","2017-05-01T10:13:12Z","SimonCherryGZ/face-landmark-android",333,"Android AR Camera","null","Java","null",16441,"null"
"[""android"",""arcore"",""sceneform""]","2019-06-23T17:05:30Z","SimonMarquis/AR-Toolbox",189,"🧰 ARCore & Sceneform Playground","null","Kotlin","null",36776,"null"
"[""unity3d"",""vuforia""]","2019-02-06T05:02:56Z","SkipperOd/Aughmented-Reality",4,"Poc of augmented reality game, Based on the concept of one person hiding an object and the other person have to find the object in given time. ","null","C#","null",248557,"null"
"[""app"",""unity"",""unity3d"",""vr"",""vuforia"",""xrtk""]","2019-08-24T15:49:36Z","Smi1e-man/ARrobot",3,"xrtk Unity3D | AR | Vuforia | AR App | Unity course: Introduction to XR: AR, VR , MR","null","C#","null",53951,"null"
"[""unity3d""]","2017-08-13T02:16:15Z","Smileway/Augmented-Reality-AR-Hand-Tracking",12,"null","null","null","null",19,"null"
"[""pose-estimation""]","2017-09-20T13:31:38Z","SolarFramework/SolARFramework",7,"SolAR is an open-source framework released under Apache license 2.0 making it possible to easily create your own camera pose estimation solution to develop augmented reality applications.","null","C++","null",1126,"null"
"[""arkit""]","2018-02-23T01:09:24Z","Somnibyte/Sohi-Poster-Project",3,"ARKit Image Recognition Sample","null","Swift","null",3201,"null"
"[""computer-graphics"",""react-native""]","2018-06-21T16:07:58Z","Space-Cowboy-2018/AR-Shooter-FrontEnd",15,"computer-graphics Space Cowboy is a React-Native app, that incorporates augmented reality, along with three.js for 3d graphics and sockets to provide users with a seamless and realistic laser tag experience. ","null","JavaScript","null",17682,"null"
"[""app"",""arkit"",""ios"",""scenekit"",""swift""]","2017-07-04T01:29:17Z","StephenGuanqi/ARKitDemo",11,"Augmented Reality iOS App implemented in ARKit and Swift, feature in placing wolf on a grass, taking snapshot, drawing lines in 3d space.","null","Swift","null",2262,"null"
"[""arkit"",""ios"",""scenekit"",""unity""]","2017-07-03T10:15:44Z","StephenGuanqi/Unity-ARKit-Plugin",80,"Modified plugin source and Add custom ARKit projects implement on Unity","null","C#","null",71383,"null"
"[""computer-graphics"",""mixed-reality"",""unity"",""unity3d"",""vr"",""xrtk""]","2020-09-01T15:39:07Z","StephenHodgson/Native-Unity-API",3,"computer-graphics xrtk C++ Headers for Unity Native Plugins","null","C++","null",57,"null"
"[""app"",""arkit"",""ios"",""mixed-reality"",""swift"",""web"",""webgl""]","2017-07-24T09:28:12Z","Stinkstudios/arkit-web",155,"web An experimental iOS app for rapidly prototyping ARKit experiences with WebGL.","null","Swift","null",9831,"null"
"[""computer-graphics"",""gltf"",""scenekit"",""svrf""]","2018-11-15T11:14:16Z","Svrf/SvrfGLTFSceneKit",4,"computer-graphics glTF loader for SceneKit","null","Swift","null",3464,"null"
"[""api"",""arkit"",""ios"",""svrf""]","2018-10-29T11:52:55Z","Svrf/svrf-ios-sdk",25,"iOS SDK for the Svrf API and ARKit Face Filters","null","Swift","null",2500,"null"
"[""api"",""svrf""]","2018-06-12T08:17:45Z","Svrf/svrf-javascript",8,"JavaScript client library for the Svrf API","null","JavaScript","null",909,"null"
"[""api"",""arcore"",""arkit"",""svrf"",""unity""]","2019-05-29T11:39:57Z","Svrf/svrf-unity",3,"A Unity software plugin for the Svrf API and 3D face filters.","null","C#","null",1831,"null"
"[""ar-js"",""react"",""webar""]","2017-08-27T22:03:38Z","Swizec/ar-js-experiment",6,"ar-js Playing around with ar-js","null","JavaScript","null",2750,"null"
"[""hololens"",""unity""]","2018-10-29T14:20:19Z","SyJuly/WorkAR",3,"WorkAR is a prototype of an augmented reality application for a work environment (Bachelor's Thesis)","null","C#","null",29905,"null"
"[""arcore"",""cloud"",""mixed-reality"",""unity3d"",""xrtk""]","2019-02-25T07:20:15Z","TIBCOSoftware/Augmented-Reality",10,"xrtk TIBCO LABS™ Project ART","null","C#","null",119314,"null"
"[""spatial""]","2020-01-18T17:35:30Z","TakahiroMiyaura/AzureSpatialAnchorsSamplesOnMRTKV2",8,"This project is some samples of Azure Spatial Anchors,also it is Experimental Project for cross-platform development using Mixed Reality Toolkit V2","null","C#","null",3843,"null"
"[""ai"",""robotics""]","2020-11-10T22:43:02Z","Tarekbouamer/Image-Retrieval-for-Image-Based-Localization",3,"ai This repository contains modular software to build localization pipeline for various applications.","null","Python","null",5344,"null"
"[""robotics""]","2017-12-17T07:52:00Z","TathagataChakraborti/ppap",3,"If you can read my mind, why must I speak?","null","SAS","null",49,"null"
"[""app"",""cordova"",""ionic"",""wikitude""]","2016-07-01T15:54:58Z","Tazaf/IonicitudeDemoApp",9,"This app is a demonstration of an Ionic App that implements Ionicitude and uses the Wikitude Cordova Plugin","null","JavaScript","null",21582,"null"
"[""cordova"",""ionic"",""phone"",""wikitude""]","2016-04-08T15:10:21Z","Tazaf/ionicitude",24,"AngularJS module for using the Wikitude cordova plugin in an Ionic project.","null","JavaScript","null",921,"null"
"[""express-js"",""ios"",""nodejs"",""react"",""react-native"",""redux"",""three-js""]","2020-03-18T20:14:32Z","TeamKnown/Crum",7,"three-js An augmented reality, social media application where users can express themselves through interacting with ""Crums"". Crums are digital images that users can superimpose onto reality for others to see.","null","JavaScript","null",711230,"null"
"[]","2019-12-11T03:57:49Z","Techie09/readr",3,"Mixed Reality application for interacting with text","null","C#","null",6337,"null"
"[""android"",""app"",""django"",""unity3d""]","2020-11-21T15:08:52Z","Technocrats-nitw/TalkAR",4,"AR based app to treat language delay and making children of 3-4 age learn in to speak in a new way","null","Python","null",5693,"null"
"[]","2018-08-02T14:05:13Z","The-Assembly/AR-HomeAutomation",4,"Home automation using Augmented Reality.  ","null","C#","null",43338,"null"
"[""vuforia""]","2016-04-19T18:12:05Z","TheMaggieSimpson/Vuforia559_jPCT-AE",12,"Integrating jPCT-AE with Vuforia 5.5.9","null","Java","null",20603,"null"
"[]","2016-06-16T08:30:03Z","TheOska/JoyioChat",3,"Final Year Project - video based augmented reality (AR) communication application","null","Java","null",27722,"null"
"[]","2018-02-12T08:24:57Z","TheYoxy/BeerpongAR",6,"A small beerpong in Augmented Reality","null","null","null",38668,"null"
"[""arkit"",""ios"",""scenekit""]","2017-06-08T01:32:28Z","ThumbWorks/AugmentedSolarSystem",70,"An Augmented reality experience to explore planets in our Solar System","null","Swift","null",261099,"null"
"[]","2018-06-14T06:13:15Z","TimVanMourik/Armadillo",4,"Augmented Reality brains","null","JavaScript","null",14325,"null"
"[""ios"",""unity""]","2017-10-30T20:16:51Z","TimeWalkOrg/TimeWalkAR",3,"Augmented reality versions of TimeWalk scenes.  A Unity project for iOS and Android.","null","C#","null",1224877,"null"
"[]","2018-01-31T20:38:50Z","TobiahZ/FocusAnalytics",5,"Focus analysis reporting for Mixed Reality applications.","null","C#","null",2415,"null"
"[""vive""]","2018-06-25T12:33:52Z","TonyViT/ViveFocusAR",23,"An experiment to create augmented reality applications within the Vive Focus headset","null","C#","null",90804,"null"
"[""flutter"",""ios""]","2019-08-08T07:10:20Z","Topazoo/Flutter_Augment",3,"Develop augmented reality applications for iOS without the boilerplate","null","Dart","null",704,"null"
"[""windows""]","2018-05-26T17:33:55Z","Triplesalt/WMRSensors",30,"Access camera and sensor streams of Windows Mixed Reality HMDs","null","C++","null",76,"null"
"[]","2017-02-22T14:33:26Z","Tusiji/iar-design",11,"A collection of AR design resources. ","null","null","null",397,"null"
"[""app"",""openvr"",""vive""]","2017-12-14T23:09:40Z","Twinklebear/zed-vive-mr",3,"vive A mixed reality test and manual calibration app for the ZED using OpenVR","null","C++","null",1387,"null"
"[]","2020-05-20T07:42:35Z","UCL/scikit-surgeryvtk",8,"image fusion or overlay, for augmented reality apps, using VTK.","null","Python","null",87732,"null"
"[""computer-graphics"",""medical""]","2019-01-19T12:48:20Z","UniStuttgart-VISUS/visual-system-simulator",3,"Framework for simulating deficiencies and other aspects of the human visual system","null","Rust","null",64027,"null"
"[""unity""]","2018-09-20T18:19:35Z","Unity-Technologies/XRInputTests",40,"Manual Input tests that are used by the Unity X-Reality Quality Assurance team to understand status across virtual reality and augmented reality platforms.","null","C#","null",1280,"null"
"[""phone""]","2017-10-30T23:36:32Z","Unity-Technologies/experimental-ARInterface",276,"Experimental cross-platform framework for phone AR shown as part of ""So You Think You Can Augment Reality?"" talk at Unite Austin 2017","null","C#","null",84226,"null"
"[""mixed-reality"",""unity"",""unity3d""]","2018-09-18T08:43:40Z","Unity3dAzure/UnityApplicationInsights",11,"Application Insights for Unity. Track scene user flow, Unity UI button and Mixed Reality interaction events","null","C#","null",283,"null"
"[""app"",""hololens"",""unity""]","2016-10-07T00:31:10Z","UoA-eResearch/hololens_facial_recognition",221,"A Unity hololens app to detect faces and display their attributes","null","C#","null",404,"null"
"[""unity3d""]","2017-08-11T21:01:17Z","UweGruenefeld/EyeSee",3,"We designed a technique to visualize out-of-view objects in head-mounted Augmented Reality called EyeSee360.","null","null","null",21,"null"
"[""mixed-reality""]","2017-06-27T07:28:25Z","UweGruenefeld/PeriMR",3,"Prototyping tool for peripheral light displays in Mixed Reality. ","null","null","null",4833,"null"
"[""ai"",""pytorch""]","2020-04-15T14:21:06Z","VCL3D/DeepPanoramaLighting",30,"ai Deep Lighting Environment Map Estimation from Spherical Panoramas (CVPRW20)","null","Python","null",32149,"null"
"[""android"",""arcore"",""unity"",""unity3d"",""vr""]","2018-03-15T07:45:19Z","VR-House/Eazy-ARCore-Interface",23,"vr Eazy ARCore Interface is a Unity3D plugin which makes development and debugging of ARCore projects easier. Specifically, it simulates how ARCore works in an Android device inside of Unity3D editor. Thus, it allows for faster development of ARCore apps, without the need to build and deploy to the device in order to test fuctionality","null","C#","null",22405,"null"
"[""cardboard"",""daydream"",""gearvr"",""mixed-reality"",""oculus"",""vive"",""vr"",""webvr""]","2018-06-22T04:17:03Z","VRRollerCoaster/VRRollerCoaster.app",14,"🎢 vive WebVR Roller Coaster | 3D Virtual Reality RollerCoaster Ride","null","CSS","null",19704,"null"
"[""hololens"",""iot""]","2016-11-03T21:13:39Z","VentanaIoT/Ventana",6,"Mixed Reality Controls for IoT Devices","null","C#","null",139269,"null"
"[""markerless"",""unity"",""unity3d""]","2017-02-27T19:56:24Z","Verdagio/AugmentedReality",8,"Under grad project using Unity 3d Engine, & C# to build a markerless augmented reality application","null","C#","null",20322,"null"
"[""sparkar"",""vr""]","2019-11-03T06:14:32Z","VikasPandey121/Augmented-Reality-Filters",9,"You will get some awesome AR/ VR Scripts what I have made using sparkar AR Studio","null","null","null",162615,"null"
"[""react-native"",""viromedia""]","2020-12-19T01:27:34Z","ViroCommunity/virocommunity.github.io",4,"viromedia Community Home Page 🕸","null","null","null",27,"null"
"[""android"",""vuforia""]","2018-06-18T11:24:45Z","VishalTank/Augmented-Reality-App",6,"Simple android application using basics of Augmented reality technology with the help of Vuforia AR SDK and Unity.","null","C#","null",171868,"null"
"[""unity"",""vive""]","2019-05-15T08:06:35Z","ViveSoftware/DoDoFishSRWorksDemo",11,"This project use SRWorks SDK to demonstrate 3 AR games, developer can save time by learning from this demo to make AR illusion and interaction.","null","C#","null",152762,"null"
"[""hololens""]","2020-03-06T11:23:38Z","VoidBoyHD/Hololens-demo",3,"HoloLens This is supposed to be a Mixed Reality/AR demo for SCADA Systems.","null","C++","null",364251,"null"
"[""arkit"",""computer-graphics"",""computer-vision"",""ml"",""tensorflow"",""unity""]","2018-02-14T17:24:19Z","Volume-GL/Pulp-Fiction-ARKit",44,"An experiment using Volume to reconstruct Pulp Fiction's dance scene in Augmented Reality","null","C#","null",26581,"null"
"[""app"",""hololens"",""unity"",""unity3d"",""windows""]","2017-04-06T16:35:25Z","VulcanTechnologies/HoloLensCameraStream",249,"This Unity plugin makes the HoloLens video camera frames available to a Unity app in real time. This enables Unity devs to easily use the HoloLens camera for computer vision (or anything they want).","null","C#","null",222,"null"
"[]","2020-07-06T20:05:44Z","WDF-Capstone-teamE/mishu",4,"An augmented-reality virtual pet","null","JavaScript","null",26105,"null"
"[]","2019-03-08T10:20:01Z","WUNISTUDIOS/Immersive_Sound_and_Augmented_Spaces",3,"Exploring spacial sound design and augmented reality","null","C#","null",164079,"null"
"[""opencv"",""opengl""]","2018-07-26T02:26:06Z","Wamani/Augmented-Reality",4,"opencv opengl AR","null","CMake","null",728,"null"
"[""hololens"",""holotoolkit"",""mixed-reality"",""mrtk"",""openvr"",""waveengine""]","2020-01-27T12:27:41Z","WaveEngine/MixedRealityToolkit-WaveEngine",25,"mrtk WaveEngine.MRTK provides a set of components and features to accelerate cross-platform XR application development in Wave Engine.","null","C#","null",43485,"null"
"[""app""]","2019-01-18T22:58:23Z","Wizkym/Ad-Vision",4,"A ViroReact augmented reality app that renders Ads on screen ","null","JavaScript","null",62434,"null"
"[""arkit"",""ios"",""swift""]","2017-06-08T03:02:09Z","Woonohyo/PlacingObjects",3,"iOS ARKit Sample Project - Placing virtual objects in AR","null","Swift","null",27484,"null"
"[""agones"",""ai"",""computer-vision"",""three-js"",""webvr"",""webxr""]","2020-04-02T11:04:47Z","XRFoundation/XREngine",137,"An end-to-end solution for hosting humans and AI in a virtual space, built on popular Javascript frameworks.","null","TypeScript","null",1519005,"null"
"[""magicleap"",""mixed-reality"",""spatial"",""xrtk""]","2019-03-28T17:36:05Z","XRTK/Lumin",4,"spatial The Lumin platform components for the XRTK","null","C#","null",452,"null"
"[""hololens"",""unity"",""windows"",""xrtk""]","2019-03-28T17:34:12Z","XRTK/WindowsMixedReality",19,"The Windows Mixed Reality platform components for the XRTK","null","C#","null",448,"null"
"[""mixed-reality"",""spatial"",""unity"",""unity3d"",""vr"",""xrtk""]","2019-01-06T21:37:13Z","XRTK/XRTK-Core",235,"xrtk The Official Mixed Reality Framework for Unity","null","C#","null",94529,"null"
"[""arkit""]","2018-01-16T03:43:58Z","XanderXu/Handling3DInteractionAndUIControlsInAugmentedReality-commented",17,"苹果2017wwdc大会ARKit的Demo-放置茶杯/椅子,中英文注释","null","Swift","null",37970,"null"
"[]","2018-06-14T10:46:03Z","XanderXu/SwiftShotCreatingAGameForAugmentedReality-commented",12,"WWDC2018多人弹弓射击AR游戏Demo,中文注释版SwiftShot","null","Swift","null",82003,"null"
"[""hololens"",""unity""]","2019-07-01T14:14:01Z","XueHu1995/HoloLensAutomaticCalibration",4,"HoloLens automatic calibration ","null","ShaderLab","null",203,"null"
"[]","2020-07-09T06:44:52Z","YashIndane/AR-Sudoku-Solver",12,":evergreen_tree: A augmented reality sudoku solver using random forest classifier and backtracking algorithm","null","Python","null",35646,"null"
"[""hololens"",""mixed-reality"",""mrtk"",""unreal"",""windows"",""xrtk""]","2020-05-25T06:56:08Z","Yonet/30DaysOfUnrealEngine",15,"xrtk mrtk windows 30 days of Unreal Engine Development journey of 2 HoloLens Developers.","null","C++","null",305833,"null"
"[""hololens"",""mixed-reality"",""mrtk"",""unity3d"",""vr""]","2019-09-09T21:19:49Z","Yonet/AzureMixedRealityDocs",13,"mrtk Open Sourced Mixed Reality Course Curriculum.","null","null","null",217642,"null"
"[""arcore"",""hololens"",""mixed-reality"",""unity"",""unity3d"",""webvr"",""webxr"",""windows""]","2019-06-01T00:47:01Z","Yonet/MixedRealityResources",148,"arcore windows Mixed Reality related resources","null","null","null",46790,"null"
"[]","2020-07-25T23:16:38Z","Yonet/WebAugmentedReality",5,"null","null","JavaScript","null",129540,"null"
"[""mixed-reality"",""spatial"",""three-js"",""vr"",""webvr""]","2018-04-28T00:28:33Z","Yonet/WebVRExamples",19,"spatial","null","JavaScript","null",6609,"null"
"[""three-js"",""webgl""]","2017-09-18T05:54:04Z","Yonet/ayAR",22,"Augmented Reality Demo","null","JavaScript","null",8943,"null"
"[""hololens"",""unity3d""]","2019-03-19T13:43:59Z","Yooooomi/RealTimeAmenagement",3,"Augmented reality real time amenagement for furnitures","null","C#","null",264957,"null"
"[""app"",""computer-vision"",""phone"",""react-native""]","2017-08-04T00:07:46Z","ZappenVDNS/zappen-camera-app",4,"Cross-platform React-Native wrapper app for client-side phone visual search / computer vision tool.","null","JavaScript","null",2904,"null"
"[""android"",""app"",""flask""]","2016-09-26T03:24:44Z","ZetaPhase/BetaGo",5,"flask Augmented Reality Tourism Android App","null","Java","null",580,"null"
"[""android""]","2016-07-23T06:15:02Z","ZetaPhaseBeta/BetaGo",3,"Android game using augmented reality.","null","Java","null",124,"null"
"[""mixed-reality"",""three-js"",""webxr""]","2020-05-26T08:05:36Z","Zetaphor/webxr-environment-mapper",22,"Create a model of your playspace/home using WebXR","null","JavaScript","null",981,"null"
"[""android"",""unity3d"",""vuforia""]","2019-03-06T21:35:13Z","ZeyuKeithFu/drumstAR",5,"Android drum machine with force-sensitive drum pads and AR scene.","null","Java","null",113272,"null"
"[""android"",""arcore"",""firebase""]","2018-07-11T04:55:12Z","aadimator/khoji",8,"Location tracking and visualization using Augmented Reality","null","Java","null",210729,"null"
"[""unity"",""vuforia""]","2020-03-25T22:14:01Z","aagarwal1012/Daily-Prophet-AR",13,"📰 Augmented Reality implementation of Daily Prophet newspaper from Harry Potter","null","C#","null",66289,"null"
"[""unity"",""vuforia""]","2018-07-01T18:00:26Z","abdullahibneat/SafariAnimalsAR",4,"A simple Augmented Reality game I made to get into Augmented Reality using Unity and Vuforia.","null","ShaderLab","null",133072,"null"
"[""blender"",""vuforia""]","2018-10-17T14:49:14Z","abhey-sujith/Heat-Exchanger-in-Augmented-Reality",3,"A small working of heat exchanger is made in AR using Unity, Vuforia and Blender ","null","C#","null",117713,"null"
"[""cardboard"",""vr"",""vuforia""]","2016-01-22T23:24:56Z","abhisuri97/leARn",7,"Collaborative, Augmented Reality with Google Cardboard and Vuforia (PennApps XIII Grand Prize VR /AR & Top 10)","null","C#","null",25762,"null"
"[]","2020-09-19T18:15:53Z","abijithpradeep/AR-Realtime-Sudoku-Solver",4,"Augmented Reality based Sudoku Solver","null","Python","null",91569,"null"
"[]","2019-09-22T19:44:31Z","acejump/TraceJump",10,"📸 Augmened reality for trace link navigation.","null","Kotlin","null",12038,"null"
"[""a-frame"",""babylonjs"",""mixed-reality"",""react"",""vr"",""webar"",""webvr"",""webxr"",""windows""]","2018-06-01T02:40:25Z","acerwebvr/acerwebvr.github.io",10,"webar With your Acer Windows Mixed Reality Headset, you can experience VR in Chrome browser just by clicking a link.","null","HTML","null",105200,"null"
"[""computer-graphics"",""linux"",""opengl"",""windows""]","2017-08-21T02:54:28Z","acidrainstudios/TrueReality",12,"computer-graphics True Reality (TR) is an open source LGPL Game and Simulation Engine written entirely in Standard C++ and OpenGL . It runs on all Windows platforms and GNU/ Linux . OpenSceneGraph is used as its graphics engine, along with many other open source projects for support of various features.","null","C++","null",6177,"null"
"[""android"",""app""]","2016-09-22T23:32:04Z","ad8454/Hand-Detection-AR",34,"An Augmented Reality Android app that detects and tracks the user's hand and renders a colored cube on it.","null","Java","null",437,"null"
"[""android"",""django""]","2018-02-26T07:45:40Z","adX-agency/adx-blockchain",11,"NEO smart contract for adX platform","null","Python","null",6054,"null"
"[]","2020-03-06T21:13:16Z","adarshmodh/Augmented_Reality_AprilTags",3,"Estimating the camera pose from april tags using P3P/PnP methods and projecting a bird mesh on the tag","null","Python","null",36214,"null"
"[""arkit"",""swift""]","2019-07-04T05:40:36Z","addyg/Augmented-Reality-Plugin",3,"A Swift based ARKit plugin to recognize real world objects using feature points and implement Occlusion.","null","Swift","null",14396,"null"
